CustomerKey,CustomerID,FirstName,LastName,CustomerSegment,CreditScore,RiskBand,HomeBranchKey,RelationshipStartYear,State
2302,CUST002302,Jose,Rodriguez,Mass Market,760,Low,23,2019,GA
2303,CUST002303,Maria,Johnson,Affluent,746,Low,12,2018,NY
2304,CUST002304,Mary,Ali,Mass Market,506,High,21,2015,FL
2305,CUST002305,Sofia,Rodriguez,Affluent,727,Medium,39,2019,CA
2306,CUST002306,Jennifer,Rodriguez,Mass Market,696,Medium,32,2021,WA
2307,CUST002307,Elizabeth,Brown,Small Business,713,Medium,7,2020,NY
2308,CUST002308,Raj,Jones,High Net Worth,685,Medium,22,2023,WA
2309,CUST002309,Isabella,Chen,Affluent,800,Low,34,2020,NC
2310,CUST002310,Linda,Khan,High Net Worth,792,Low,18,2020,FL
2311,CUST002311,Wei,Williams,Mass Market,524,High,7,2024,TX
2312,CUST002312,Patricia,Johnson,Small Business,681,Medium,38,2024,FL
2313,CUST002313,Ethan,Anderson,Affluent,705,Medium,7,2018,CA
2314,CUST002314,Emma,Hernandez,Mass Market,687,Medium,20,2023,MA
2315,CUST002315,Olivia,Cook,Mass Market,672,Medium,10,2018,NY
2316,CUST002316,Michael,Wilson,Affluent,754,Low,36,2017,IL
2317,CUST002317,Jose,Lopez,Mass Market,559,High,29,2023,CA
2318,CUST002318,John,Patel,Mass Market,697,Medium,27,2021,AZ
2319,CUST002319,Mei,Smith,Affluent,697,Medium,11,2023,NC
2320,CUST002320,Ethan,Jones,Mass Market,647,High,19,2019,NY
2321,CUST002321,Mary,Murphy,Mass Market,679,Medium,13,2024,GA
2322,CUST002322,Ava,Kim,Mass Market,795,Low,33,2022,CA
2323,CUST002323,Ahmed,Nguyen,Mass Market,722,Medium,25,2017,AZ
2324,CUST002324,Wei,Singh,Mass Market,677,Medium,18,2021,FL
2325,CUST002325,James,Garcia,Small Business,636,High,37,2017,FL
2326,CUST002326,Ethan,Smith,High Net Worth,777,Low,33,2024,MA
2327,CUST002327,Ethan,Cook,Mass Market,621,High,34,2023,IL
2328,CUST002328,Linda,Martinez,Mass Market,758,Low,18,2019,AZ
2329,CUST002329,Jennifer,Davis,Mass Market,683,Medium,3,2016,AZ
2330,CUST002330,Elizabeth,Johnson,Mass Market,612,High,10,2018,IL
2331,CUST002331,David,Johnson,Mass Market,678,Medium,16,2017,FL
2332,CUST002332,Patricia,Smith,Mass Market,755,Low,23,2023,NC
2333,CUST002333,Maria,Williams,Mass Market,752,Low,36,2020,IL
2334,CUST002334,Priya,Singh,High Net Worth,771,Low,19,2017,WA
2335,CUST002335,Lucas,Smith,Mass Market,737,Medium,23,2015,FL
2336,CUST002336,Jennifer,Rodriguez,Small Business,720,Medium,2,2019,AZ
2337,CUST002337,Patricia,Cook,Mass Market,568,High,25,2024,IL
2338,CUST002338,Olivia,Miller,Small Business,689,Medium,29,2024,FL
2339,CUST002339,David,Miller,Mass Market,574,High,38,2020,GA
2340,CUST002340,Ahmed,Davis,Mass Market,732,Medium,28,2017,WA
2341,CUST002341,Sofia,Williams,Mass Market,634,High,32,2017,TX
2342,CUST002342,Jennifer,Garcia,Mass Market,700,Medium,13,2022,NC
2343,CUST002343,Isabella,Garcia,Mass Market,570,High,19,2022,NY
2344,CUST002344,Jennifer,Garcia,Mass Market,695,Medium,26,2019,NC
2345,CUST002345,John,Jones,Mass Market,678,Medium,5,2018,GA
2346,CUST002346,Ahmed,Khan,Mass Market,720,Medium,26,2018,CA
2347,CUST002347,Robert,Cook,High Net Worth,768,Low,1,2023,NC
2348,CUST002348,Wei,Gonzalez,Mass Market,691,Medium,2,2016,CA
2349,CUST002349,Raj,Khan,Mass Market,766,Low,3,2015,TX
2350,CUST002350,Raj,Williams,Small Business,759,Low,18,2018,TX
2351,CUST002351,James,Smith,Mass Market,829,Low,7,2024,AZ
2352,CUST002352,Ethan,Williams,Mass Market,849,Low,13,2020,TX
2353,CUST002353,Raj,Chen,Mass Market,850,Low,29,2022,TX
2354,CUST002354,Maria,Patel,Mass Market,687,Medium,10,2019,FL
2355,CUST002355,Olivia,Murphy,Mass Market,700,Medium,18,2015,AZ
2356,CUST002356,James,Johnson,Small Business,816,Low,7,2016,AZ
2357,CUST002357,Patricia,Nguyen,Mass Market,780,Low,27,2019,TX
2358,CUST002358,Linda,Smith,Mass Market,647,High,15,2015,GA
2359,CUST002359,Robert,Lopez,Mass Market,630,High,19,2021,FL
2360,CUST002360,Ava,Murphy,Affluent,654,High,8,2021,MA
2361,CUST002361,Patricia,Davis,Mass Market,714,Medium,7,2017,IL
2362,CUST002362,John,Singh,Mass Market,785,Low,22,2020,CA
2363,CUST002363,John,Johnson,Affluent,705,Medium,39,2020,TX
2364,CUST002364,Priya,Nguyen,Mass Market,639,High,22,2017,NC
2365,CUST002365,Ava,Wilson,Mass Market,486,High,10,2017,IL
2366,CUST002366,Elizabeth,Lopez,Small Business,742,Low,7,2024,IL
2367,CUST002367,Ava,Lopez,Mass Market,763,Low,17,2022,CA
2368,CUST002368,Robert,Khan,Mass Market,703,Medium,10,2015,WA
2369,CUST002369,Wei,Anderson,Affluent,705,Medium,31,2017,CA
2370,CUST002370,Noah,Wilson,Mass Market,673,Medium,18,2016,TX
2371,CUST002371,Maria,Jones,Mass Market,663,Medium,12,2016,GA
2372,CUST002372,Maria,Patel,Small Business,740,Low,28,2020,MA
2373,CUST002373,Emma,Khan,Small Business,668,Medium,22,2021,TX
2374,CUST002374,Wei,Wilson,High Net Worth,736,Medium,36,2018,MA
2375,CUST002375,Olivia,Patel,Small Business,606,High,35,2023,AZ
2376,CUST002376,Wei,Williams,Mass Market,648,High,38,2018,GA
2377,CUST002377,Noah,Murphy,Affluent,782,Low,15,2023,CA
2378,CUST002378,Jose,Smith,Mass Market,626,High,14,2018,NY
2379,CUST002379,Olivia,Patel,Mass Market,579,High,9,2020,CA
2380,CUST002380,Jose,Lopez,Mass Market,604,High,9,2015,IL
2381,CUST002381,Robert,Kim,Mass Market,619,High,27,2022,FL
2382,CUST002382,Linda,Johnson,Mass Market,648,High,9,2018,CA
2383,CUST002383,Wei,Cook,Small Business,637,High,2,2017,GA
2384,CUST002384,Mary,Murphy,Mass Market,541,High,7,2020,NC
2385,CUST002385,Sofia,Singh,Small Business,752,Low,11,2016,NY
2386,CUST002386,Jose,Jones,Affluent,690,Medium,6,2017,FL
2387,CUST002387,James,Chen,Mass Market,708,Medium,27,2016,TX
2388,CUST002388,Sofia,Cook,Mass Market,647,High,9,2017,AZ
2389,CUST002389,Sofia,Wilson,Mass Market,632,High,22,2019,MA
2390,CUST002390,Elizabeth,Brown,Affluent,770,Low,10,2015,NY
2391,CUST002391,Emma,Garcia,Mass Market,680,Medium,33,2015,TX
2392,CUST002392,Wei,Wilson,Mass Market,774,Low,30,2015,AZ
2393,CUST002393,Noah,Nguyen,Mass Market,650,High,20,2019,FL
2394,CUST002394,Jennifer,Rodriguez,Affluent,689,Medium,6,2021,AZ
2395,CUST002395,Robert,Cook,Mass Market,663,Medium,14,2021,GA
2396,CUST002396,Mary,Davis,Mass Market,642,High,26,2024,TX
2397,CUST002397,Emma,Williams,Mass Market,805,Low,30,2023,MA
2398,CUST002398,Lucas,Khan,Mass Market,639,High,26,2020,GA
2399,CUST002399,Mary,Lopez,Mass Market,710,Medium,28,2017,FL
2400,CUST002400,Patricia,Brown,Small Business,706,Medium,5,2019,WA
2401,CUST002401,Raj,Hernandez,Affluent,688,Medium,2,2024,FL
2402,CUST002402,Jennifer,Kim,Mass Market,627,High,7,2019,CA
2403,CUST002403,Emma,Smith,Affluent,744,Low,20,2018,FL
2404,CUST002404,Michael,Khan,Mass Market,697,Medium,3,2023,FL
2405,CUST002405,John,Chen,Affluent,722,Medium,37,2019,NY
2406,CUST002406,Mei,Patel,Affluent,732,Medium,3,2024,NY
2407,CUST002407,John,Martinez,Mass Market,569,High,1,2020,WA
2408,CUST002408,Wei,Nguyen,Affluent,698,Medium,13,2019,WA
2409,CUST002409,Isabella,Lopez,Affluent,782,Low,9,2021,CA
2410,CUST002410,Priya,Cook,Mass Market,648,High,33,2020,CA
2411,CUST002411,Mei,Jones,Mass Market,755,Low,2,2023,NC
2412,CUST002412,Sofia,Chen,Small Business,770,Low,3,2021,IL
2413,CUST002413,Robert,Ali,Mass Market,765,Low,30,2017,CA
2414,CUST002414,Ethan,Davis,High Net Worth,836,Low,14,2016,TX
2415,CUST002415,Liam,Nguyen,Mass Market,719,Medium,39,2017,AZ
2416,CUST002416,Ahmed,Jones,Mass Market,798,Low,22,2020,IL
2417,CUST002417,Emma,Wilson,Mass Market,750,Low,3,2020,GA
2418,CUST002418,Michael,Singh,High Net Worth,716,Medium,39,2018,CA
2419,CUST002419,Noah,Khan,Mass Market,712,Medium,32,2017,CA
2420,CUST002420,Robert,Martinez,Mass Market,849,Low,36,2015,CA
2421,CUST002421,Patricia,Anderson,Mass Market,552,High,21,2022,TX
2422,CUST002422,Jennifer,Williams,Mass Market,684,Medium,18,2019,NC
2423,CUST002423,Jose,Williams,Mass Market,609,High,5,2020,TX
2424,CUST002424,David,Patel,Mass Market,630,High,17,2022,MA
2425,CUST002425,Patricia,Chen,Mass Market,647,High,32,2017,NY
2426,CUST002426,Elizabeth,Gonzalez,Affluent,754,Low,27,2020,NC
2427,CUST002427,Ahmed,Lopez,Affluent,721,Medium,33,2017,NC
2428,CUST002428,Jose,Williams,Affluent,752,Low,27,2020,AZ
2429,CUST002429,David,Ali,Affluent,823,Low,3,2022,NC
2430,CUST002430,Isabella,Davis,Mass Market,758,Low,36,2015,NY
2431,CUST002431,Patricia,Martinez,Mass Market,696,Medium,25,2017,TX
2432,CUST002432,Wei,Williams,Mass Market,667,Medium,15,2024,GA
2433,CUST002433,Ava,Williams,Mass Market,717,Medium,23,2022,MA
2434,CUST002434,Lucas,Kim,Mass Market,563,High,30,2022,CA
2435,CUST002435,Jennifer,Cook,Affluent,717,Medium,7,2016,GA
2436,CUST002436,Michael,Gonzalez,Mass Market,720,Medium,22,2021,CA
2437,CUST002437,Maria,Singh,Mass Market,695,Medium,32,2020,FL
2438,CUST002438,Patricia,Rodriguez,Mass Market,763,Low,30,2022,NY
2439,CUST002439,Robert,Patel,Mass Market,752,Low,10,2023,FL
2440,CUST002440,Noah,Johnson,Affluent,756,Low,39,2020,GA
2441,CUST002441,Mei,Lopez,Affluent,721,Medium,28,2015,MA
2442,CUST002442,Mary,Miller,Mass Market,646,High,2,2018,GA
2443,CUST002443,David,Khan,Small Business,771,Low,12,2019,CA
2444,CUST002444,John,Rodriguez,Affluent,756,Low,26,2017,CA
2445,CUST002445,Ethan,Anderson,Mass Market,626,High,27,2019,AZ
2446,CUST002446,Ava,Rodriguez,Affluent,782,Low,12,2018,NY
2447,CUST002447,Priya,Hernandez,Mass Market,712,Medium,20,2016,TX
2448,CUST002448,Jose,Wilson,Mass Market,678,Medium,31,2018,MA
2449,CUST002449,Ethan,Garcia,Affluent,774,Low,28,2023,WA
2450,CUST002450,Wei,Smith,Small Business,738,Medium,36,2024,NC
2451,CUST002451,John,Cook,Small Business,783,Low,38,2018,NC
2452,CUST002452,Maria,Ali,Mass Market,782,Low,21,2017,NY
2453,CUST002453,Ahmed,Jones,Affluent,715,Medium,32,2017,WA
2454,CUST002454,Mei,Ali,Mass Market,684,Medium,27,2016,IL
2455,CUST002455,Isabella,Smith,Affluent,723,Medium,29,2023,TX
2456,CUST002456,Lucas,Chen,Mass Market,819,Low,7,2022,NY
2457,CUST002457,Isabella,Miller,Mass Market,744,Low,27,2018,AZ
2458,CUST002458,Emma,Gonzalez,Affluent,737,Medium,14,2017,WA
2459,CUST002459,Michael,Ali,Mass Market,637,High,37,2018,NY
2460,CUST002460,Jose,Smith,Small Business,712,Medium,20,2020,IL
2461,CUST002461,Patricia,Murphy,Mass Market,536,High,32,2023,MA
2462,CUST002462,Priya,Lopez,Affluent,724,Medium,23,2021,AZ
2463,CUST002463,Liam,Hernandez,Affluent,695,Medium,8,2021,TX
2464,CUST002464,Priya,Lopez,Mass Market,754,Low,12,2022,AZ
2465,CUST002465,Jennifer,Kim,Mass Market,667,Medium,28,2024,GA
2466,CUST002466,Ava,Murphy,Mass Market,697,Medium,28,2019,IL
2467,CUST002467,Patricia,Williams,High Net Worth,775,Low,7,2024,CA
2468,CUST002468,Emma,Wilson,Mass Market,757,Low,7,2015,MA
2469,CUST002469,Olivia,Brown,Mass Market,759,Low,29,2024,AZ
2470,CUST002470,Mei,Johnson,Mass Market,727,Medium,19,2024,GA
2471,CUST002471,Linda,Anderson,Mass Market,711,Medium,36,2018,GA
2472,CUST002472,Michael,Patel,Mass Market,579,High,8,2016,WA
2473,CUST002473,Priya,Khan,Mass Market,675,Medium,26,2022,NY
2474,CUST002474,Mei,Davis,Mass Market,772,Low,33,2020,IL
2475,CUST002475,Ava,Rodriguez,Mass Market,704,Medium,20,2019,GA
2476,CUST002476,James,Wilson,Mass Market,667,Medium,3,2018,NY
2477,CUST002477,Robert,Lopez,Mass Market,655,High,34,2015,NC
2478,CUST002478,Maria,Garcia,Mass Market,656,High,37,2020,GA
2479,CUST002479,Olivia,Gonzalez,Mass Market,696,Medium,13,2018,NC
2480,CUST002480,Mary,Chen,Affluent,713,Medium,28,2021,TX
2481,CUST002481,Isabella,Garcia,Mass Market,766,Low,26,2021,WA
2482,CUST002482,Jennifer,Wilson,Mass Market,570,High,15,2023,CA
2483,CUST002483,Liam,Brown,Mass Market,742,Low,37,2017,GA
2484,CUST002484,Olivia,Garcia,Mass Market,787,Low,21,2019,FL
2485,CUST002485,John,Smith,Affluent,692,Medium,28,2016,NY
2486,CUST002486,Robert,Smith,Mass Market,734,Medium,40,2024,AZ
2487,CUST002487,Noah,Gonzalez,Mass Market,716,Medium,2,2016,TX
2488,CUST002488,Lucas,Khan,Affluent,703,Medium,23,2022,TX
2489,CUST002489,Lucas,Davis,Small Business,646,High,20,2018,FL
2490,CUST002490,Linda,Cook,Mass Market,722,Medium,25,2023,IL
2491,CUST002491,David,Williams,Affluent,824,Low,10,2015,NY
2492,CUST002492,Patricia,Brown,Affluent,795,Low,30,2024,NC
2493,CUST002493,Patricia,Jones,Affluent,768,Low,19,2016,IL
2494,CUST002494,John,Williams,Mass Market,721,Medium,32,2017,WA
2495,CUST002495,Wei,Brown,Affluent,748,Low,32,2018,NY
2496,CUST002496,John,Patel,Mass Market,684,Medium,5,2021,FL
2497,CUST002497,Wei,Hernandez,Mass Market,726,Medium,29,2021,TX
2498,CUST002498,Elizabeth,Smith,Mass Market,632,High,12,2017,NC
2499,CUST002499,Mary,Brown,Mass Market,750,Low,22,2024,WA
2500,CUST002500,Emma,Singh,Mass Market,689,Medium,35,2022,NY
2501,CUST002501,Liam,Cook,Mass Market,690,Medium,17,2017,CA
2502,CUST002502,Emma,Smith,High Net Worth,836,Low,35,2018,NY
2503,CUST002503,Liam,Jones,Mass Market,603,High,14,2023,WA
2504,CUST002504,Michael,Smith,Mass Market,737,Medium,21,2016,TX
2505,CUST002505,John,Cook,Affluent,806,Low,9,2018,IL
2506,CUST002506,Sofia,Miller,Mass Market,727,Medium,6,2019,WA
2507,CUST002507,Lucas,Martinez,Mass Market,706,Medium,30,2023,MA
2508,CUST002508,Liam,Gonzalez,Mass Market,686,Medium,13,2021,IL
2509,CUST002509,Michael,Ali,Mass Market,750,Low,18,2017,GA
2510,CUST002510,Noah,Chen,Mass Market,553,High,20,2016,TX
2511,CUST002511,Isabella,Patel,High Net Worth,797,Low,28,2018,MA
2512,CUST002512,Emma,Cook,Mass Market,669,Medium,18,2021,WA
2513,CUST002513,Patricia,Singh,Affluent,737,Medium,25,2024,GA
2514,CUST002514,Noah,Lopez,Small Business,736,Medium,24,2018,CA
2515,CUST002515,Jennifer,Johnson,Affluent,698,Medium,33,2022,IL
2516,CUST002516,Priya,Martinez,Mass Market,648,High,39,2024,AZ
2517,CUST002517,Wei,Smith,Mass Market,785,Low,8,2020,TX
2518,CUST002518,Priya,Garcia,Mass Market,665,Medium,23,2020,FL
2519,CUST002519,Michael,Ali,Mass Market,609,High,24,2016,WA
2520,CUST002520,Raj,Hernandez,Mass Market,727,Medium,8,2017,NY
2521,CUST002521,Ethan,Smith,Mass Market,784,Low,22,2020,FL
2522,CUST002522,Noah,Hernandez,Mass Market,601,High,15,2022,AZ
2523,CUST002523,Wei,Martinez,Affluent,786,Low,39,2016,FL
2524,CUST002524,Michael,Brown,Mass Market,792,Low,36,2023,IL
2525,CUST002525,Mei,Ali,Mass Market,758,Low,5,2024,NC
2526,CUST002526,Ava,Wilson,Mass Market,682,Medium,21,2021,WA
2527,CUST002527,Michael,Johnson,Affluent,789,Low,32,2018,MA
2528,CUST002528,David,Wilson,Small Business,775,Low,8,2015,CA
2529,CUST002529,Jennifer,Singh,Small Business,650,High,21,2022,NC
2530,CUST002530,Linda,Chen,Affluent,775,Low,2,2021,IL
2531,CUST002531,Lucas,Chen,Mass Market,698,Medium,1,2015,MA
2532,CUST002532,Robert,Gonzalez,Mass Market,696,Medium,3,2019,AZ
2533,CUST002533,Mary,Hernandez,Affluent,662,Medium,2,2023,CA
2534,CUST002534,Patricia,Wilson,Mass Market,554,High,20,2022,IL
2535,CUST002535,Raj,Lopez,Affluent,745,Low,26,2020,CA
2536,CUST002536,Raj,Hernandez,Affluent,734,Medium,32,2023,NC
2537,CUST002537,Wei,Martinez,Mass Market,681,Medium,30,2015,MA
2538,CUST002538,Jose,Singh,High Net Worth,771,Low,7,2016,NY
2539,CUST002539,Mary,Smith,Affluent,696,Medium,9,2018,CA
2540,CUST002540,Ethan,Cook,Affluent,779,Low,28,2020,FL
2541,CUST002541,John,Miller,Mass Market,791,Low,24,2017,AZ
2542,CUST002542,Ethan,Johnson,Mass Market,590,High,17,2015,NY
2543,CUST002543,Mary,Martinez,Affluent,771,Low,5,2016,IL
2544,CUST002544,Ethan,Singh,Mass Market,604,High,25,2020,IL
2545,CUST002545,Robert,Chen,Mass Market,672,Medium,30,2017,CA
2546,CUST002546,Maria,Jones,Affluent,759,Low,38,2017,GA
2547,CUST002547,Ava,Brown,Small Business,672,Medium,34,2022,AZ
2548,CUST002548,Noah,Patel,Affluent,702,Medium,32,2018,IL
2549,CUST002549,Raj,Cook,Small Business,710,Medium,31,2020,FL
2550,CUST002550,David,Martinez,Affluent,778,Low,6,2016,WA
2551,CUST002551,Linda,Ali,Mass Market,654,High,14,2023,CA
2552,CUST002552,Sofia,Johnson,Mass Market,630,High,14,2016,NY
2553,CUST002553,Ahmed,Gonzalez,Mass Market,658,High,13,2018,MA
2554,CUST002554,Maria,Miller,Mass Market,771,Low,38,2016,AZ
2555,CUST002555,Maria,Martinez,Mass Market,691,Medium,30,2023,TX
2556,CUST002556,Patricia,Jones,Mass Market,697,Medium,15,2023,WA
2557,CUST002557,Ahmed,Singh,Mass Market,666,Medium,33,2021,FL
2558,CUST002558,Michael,Williams,Mass Market,677,Medium,18,2021,GA
2559,CUST002559,Ava,Martinez,Mass Market,740,Low,37,2017,CA
2560,CUST002560,Ahmed,Brown,Mass Market,699,Medium,8,2017,FL
2561,CUST002561,Ahmed,Garcia,Affluent,819,Low,18,2015,NY
2562,CUST002562,Ava,Nguyen,Affluent,719,Medium,29,2022,WA
2563,CUST002563,Patricia,Kim,Mass Market,785,Low,6,2019,WA
2564,CUST002564,Michael,Jones,Mass Market,593,High,26,2021,AZ
2565,CUST002565,Liam,Hernandez,Mass Market,699,Medium,4,2021,MA
2566,CUST002566,Jose,Brown,Mass Market,690,Medium,4,2019,GA
2567,CUST002567,Michael,Martinez,Affluent,801,Low,13,2021,GA
2568,CUST002568,Emma,Rodriguez,Mass Market,667,Medium,34,2017,NC
2569,CUST002569,Liam,Wilson,High Net Worth,840,Low,7,2022,NY
2570,CUST002570,Patricia,Davis,Affluent,673,Medium,8,2018,NY
2571,CUST002571,Noah,Rodriguez,Mass Market,638,High,16,2015,CA
2572,CUST002572,Patricia,Rodriguez,Affluent,709,Medium,15,2023,NC
2573,CUST002573,Wei,Gonzalez,Mass Market,602,High,7,2021,FL
2574,CUST002574,Sofia,Miller,Small Business,711,Medium,11,2019,FL
2575,CUST002575,Lucas,Martinez,Affluent,728,Medium,39,2020,IL
2576,CUST002576,Patricia,Garcia,Affluent,786,Low,33,2015,NC
2577,CUST002577,Isabella,Martinez,Mass Market,608,High,16,2022,TX
2578,CUST002578,Ava,Williams,Mass Market,849,Low,11,2020,TX
2579,CUST002579,Ahmed,Jones,Mass Market,805,Low,1,2020,MA
2580,CUST002580,Maria,Smith,Mass Market,648,High,12,2021,IL
2581,CUST002581,Jennifer,Ali,Affluent,770,Low,1,2016,NC
2582,CUST002582,Sofia,Chen,Mass Market,649,High,1,2020,MA
2583,CUST002583,Sofia,Brown,Mass Market,734,Medium,3,2018,NY
2584,CUST002584,Ava,Martinez,Affluent,680,Medium,15,2024,AZ
2585,CUST002585,Jennifer,Jones,Mass Market,732,Medium,7,2023,CA
2586,CUST002586,Mei,Cook,Affluent,722,Medium,22,2019,MA
2587,CUST002587,Isabella,Lopez,Mass Market,588,High,35,2022,IL
2588,CUST002588,David,Lopez,Affluent,737,Medium,30,2022,NY
2589,CUST002589,Elizabeth,Murphy,Mass Market,689,Medium,22,2020,AZ
2590,CUST002590,Sofia,Brown,Mass Market,702,Medium,18,2024,AZ
2591,CUST002591,Robert,Wilson,Mass Market,812,Low,15,2015,TX
2592,CUST002592,Sofia,Smith,Mass Market,662,Medium,16,2020,NC
2593,CUST002593,Jose,Miller,Mass Market,678,Medium,6,2021,FL
2594,CUST002594,Lucas,Brown,Mass Market,593,High,18,2021,AZ
2595,CUST002595,Liam,Garcia,High Net Worth,792,Low,17,2022,WA
2596,CUST002596,Wei,Chen,Mass Market,680,Medium,27,2020,IL
2597,CUST002597,Michael,Johnson,Affluent,691,Medium,38,2019,AZ
2598,CUST002598,Emma,Brown,Mass Market,698,Medium,28,2020,MA
2599,CUST002599,Mei,Lopez,Mass Market,626,High,19,2024,CA
2600,CUST002600,Sofia,Ali,Affluent,834,Low,10,2015,MA
2601,CUST002601,Liam,Martinez,Mass Market,667,Medium,40,2017,AZ
2602,CUST002602,Elizabeth,Patel,Small Business,646,High,19,2017,CA
2603,CUST002603,James,Anderson,Affluent,765,Low,3,2019,FL
2604,CUST002604,Noah,Brown,Mass Market,506,High,4,2019,MA
2605,CUST002605,James,Wilson,Small Business,642,High,23,2019,NY
2606,CUST002606,David,Jones,Mass Market,757,Low,23,2015,IL
2607,CUST002607,Ava,Kim,Mass Market,601,High,10,2023,CA
2608,CUST002608,Robert,Cook,Affluent,772,Low,13,2019,GA
2609,CUST002609,John,Martinez,Affluent,786,Low,15,2024,NY
2610,CUST002610,Jose,Davis,High Net Worth,834,Low,25,2022,GA
2611,CUST002611,Patricia,Rodriguez,Mass Market,607,High,20,2021,NC
2612,CUST002612,Jennifer,Chen,Small Business,666,Medium,28,2019,WA
2613,CUST002613,Robert,Ali,Mass Market,752,Low,13,2024,IL
2614,CUST002614,Priya,Kim,Mass Market,769,Low,13,2017,IL
2615,CUST002615,John,Martinez,Mass Market,644,High,37,2019,MA
2616,CUST002616,Jennifer,Gonzalez,Mass Market,577,High,28,2023,CA
2617,CUST002617,Liam,Anderson,Mass Market,601,High,21,2017,AZ
2618,CUST002618,Ahmed,Lopez,Mass Market,602,High,28,2020,MA
2619,CUST002619,Priya,Anderson,Affluent,726,Medium,2,2021,AZ
2620,CUST002620,Raj,Wilson,Mass Market,708,Medium,6,2015,TX
2621,CUST002621,Elizabeth,Davis,Affluent,718,Medium,38,2024,AZ
2622,CUST002622,Robert,Singh,Affluent,745,Low,35,2020,NC
2623,CUST002623,Mary,Gonzalez,Mass Market,779,Low,9,2019,GA
2624,CUST002624,Ahmed,Nguyen,Affluent,711,Medium,30,2015,NY
2625,CUST002625,Mary,Rodriguez,Mass Market,681,Medium,7,2016,WA
2626,CUST002626,Patricia,Martinez,Affluent,766,Low,37,2024,MA
2627,CUST002627,Mary,Brown,Mass Market,724,Medium,38,2020,AZ
2628,CUST002628,Ethan,Miller,Mass Market,728,Medium,34,2015,TX
2629,CUST002629,Isabella,Patel,Affluent,719,Medium,9,2023,FL
2630,CUST002630,Elizabeth,Khan,Small Business,752,Low,20,2017,NY
2631,CUST002631,Emma,Murphy,Mass Market,698,Medium,13,2022,CA
2632,CUST002632,James,Jones,Mass Market,607,High,39,2016,CA
2633,CUST002633,Patricia,Davis,Affluent,741,Low,14,2023,CA
2634,CUST002634,James,Nguyen,Small Business,694,Medium,29,2022,GA
2635,CUST002635,Patricia,Martinez,Affluent,648,High,26,2015,MA
2636,CUST002636,Linda,Kim,Mass Market,837,Low,17,2017,NC
2637,CUST002637,Ava,Singh,Mass Market,692,Medium,8,2022,GA
2638,CUST002638,Lucas,Smith,Affluent,829,Low,12,2017,TX
2639,CUST002639,Jennifer,Nguyen,Mass Market,718,Medium,35,2018,FL
2640,CUST002640,Sofia,Martinez,Mass Market,622,High,19,2022,CA
2641,CUST002641,Sofia,Lopez,High Net Worth,742,Low,18,2024,GA
2642,CUST002642,Ethan,Brown,Small Business,729,Medium,30,2021,GA
2643,CUST002643,Robert,Smith,Mass Market,703,Medium,19,2021,MA
2644,CUST002644,Noah,Gonzalez,Mass Market,644,High,1,2016,NC
2645,CUST002645,Mary,Khan,Affluent,600,High,40,2019,MA
2646,CUST002646,Jose,Jones,Affluent,745,Low,30,2015,MA
2647,CUST002647,James,Garcia,Mass Market,829,Low,23,2019,AZ
2648,CUST002648,Michael,Lopez,Mass Market,831,Low,34,2023,GA
2649,CUST002649,John,Garcia,Mass Market,730,Medium,10,2023,WA
2650,CUST002650,Maria,Anderson,Mass Market,664,Medium,9,2024,IL
2651,CUST002651,Wei,Williams,Affluent,751,Low,31,2019,GA
2652,CUST002652,Emma,Ali,Mass Market,633,High,12,2022,NC
2653,CUST002653,Raj,Ali,Affluent,769,Low,34,2023,IL
2654,CUST002654,Ethan,Hernandez,Mass Market,601,High,38,2017,NC
2655,CUST002655,Noah,Singh,Affluent,751,Low,26,2020,CA
2656,CUST002656,James,Cook,Mass Market,761,Low,11,2015,FL
2657,CUST002657,Ava,Brown,Mass Market,724,Medium,32,2016,MA
2658,CUST002658,Raj,Davis,Affluent,702,Medium,16,2020,CA
2659,CUST002659,Isabella,Gonzalez,Mass Market,785,Low,27,2017,CA
2660,CUST002660,Emma,Rodriguez,Small Business,711,Medium,8,2015,NY
2661,CUST002661,Ahmed,Lopez,Mass Market,693,Medium,39,2016,NY
2662,CUST002662,Maria,Brown,Mass Market,734,Medium,29,2017,GA
2663,CUST002663,Lucas,Chen,Affluent,592,High,36,2017,FL
2664,CUST002664,David,Patel,Mass Market,632,High,29,2018,IL
2665,CUST002665,Michael,Cook,Affluent,724,Medium,11,2018,GA
2666,CUST002666,Mei,Miller,Mass Market,771,Low,6,2023,NC
2667,CUST002667,Lucas,Ali,Mass Market,584,High,7,2015,FL
2668,CUST002668,Mei,Jones,Affluent,758,Low,1,2015,WA
2669,CUST002669,Noah,Kim,Mass Market,638,High,5,2021,WA
2670,CUST002670,Ava,Cook,Mass Market,668,Medium,34,2017,MA
2671,CUST002671,Michael,Chen,Small Business,661,Medium,31,2018,AZ
2672,CUST002672,Jose,Singh,Mass Market,653,High,36,2020,TX
2673,CUST002673,Ahmed,Wilson,Mass Market,686,Medium,25,2016,CA
2674,CUST002674,John,Jones,Mass Market,680,Medium,34,2024,IL
2675,CUST002675,Patricia,Patel,Mass Market,637,High,15,2016,NY
2676,CUST002676,Olivia,Hernandez,Small Business,597,High,2,2024,FL
2677,CUST002677,David,Gonzalez,Mass Market,629,High,23,2019,CA
2678,CUST002678,Elizabeth,Williams,Mass Market,633,High,35,2017,NC
